date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2016-10-25T19:30:00,New York Knicks,Mindaugas Kuzminskas,Reserve,9.15,3,5,0.6,1,3,0.33299999999999996,0,0,,0,1,1,0,0,0,0,0,7,-4.0
2016-10-25T19:30:00,New York Knicks,Derrick Rose,Starter,29.48333333333333,7,17,0.41200000000000003,1,2,0.5,2,2,1.0,2,1,3,1,0,1,4,1,17,-19.0
2016-10-25T19:30:00,New York Knicks,Courtney Lee,Starter,19.316666666666666,0,5,0.0,0,2,0.0,0,0,,1,2,3,0,0,1,2,1,0,-19.0
2016-10-25T19:30:00,New York Knicks,Joakim Noah,Starter,19.316666666666666,0,1,0.0,0,0,,0,0,,1,5,6,3,1,0,1,1,0,-1.0
2016-10-25T19:30:00,New York Knicks,Justin Holiday,Reserve,26.43333333333333,2,7,0.28600000000000003,2,3,0.667,2,2,1.0,1,5,6,2,1,0,0,0,8,-14.0
2016-10-25T19:30:00,New York Knicks,Brandon Jennings,Reserve,21.35,1,7,0.14300000000000002,0,4,0.0,5,6,0.833,1,2,3,5,0,0,1,2,7,-14.0
2016-10-25T19:30:00,New York Knicks,Lance Thomas,Reserve,16.266666666666666,1,4,0.25,0,0,,0,0,,0,1,1,1,2,0,1,2,2,-11.0
2016-10-25T19:30:00,New York Knicks,Kyle O'Quinn,Reserve,15.25,1,3,0.33299999999999996,0,2,0.0,0,0,,1,4,5,1,0,2,1,3,2,-10.0
2016-10-25T19:30:00,New York Knicks,Willy Hernangómez,Reserve,9.15,2,3,0.667,0,0,,0,0,,1,0,1,0,0,0,1,1,4,-3.0
2016-10-25T19:30:00,New York Knicks,Ron Baker,Reserve,6.1,2,3,0.667,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,5,-5.0
2016-10-25T19:30:00,Cleveland Cavaliers,Chris Andersen,Reserve,5.083333333333333,1,1,1.0,0,0,,0,0,,0,0,0,0,0,1,0,0,2,1.0
2016-10-25T19:30:00,Cleveland Cavaliers,Jordan McRae,Reserve,5.083333333333333,1,4,0.25,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.0
2016-10-25T19:30:00,Cleveland Cavaliers,DeAndre Liggins,Reserve,12.2,2,3,0.667,0,0,,0,0,,0,3,3,3,0,1,1,1,4,11.0
2016-10-25T19:30:00,Cleveland Cavaliers,Iman Shumpert,Reserve,13.216666666666667,1,3,0.33299999999999996,0,1,0.0,0,0,,1,1,2,3,0,1,2,2,2,-5.0
2016-10-25T19:30:00,Cleveland Cavaliers,Channing Frye,Reserve,14.233333333333333,2,6,0.33299999999999996,2,5,0.4,0,0,,2,2,4,0,1,1,1,4,6,7.0
2016-10-25T19:30:00,Cleveland Cavaliers,Mike Dunleavy,Reserve,22.36666666666667,2,3,0.667,0,1,0.0,0,0,,0,4,4,2,3,0,0,0,4,19.0
2016-10-25T19:30:00,Cleveland Cavaliers,Richard Jefferson,Reserve,25.41666666666667,5,7,0.7140000000000001,2,3,0.667,1,2,0.5,0,4,4,1,2,0,2,1,13,18.0
2016-10-25T19:30:00,Cleveland Cavaliers,Tristan Thompson,Starter,22.36666666666667,0,1,0.0,0,0,,0,0,,2,4,6,0,0,0,2,4,0,16.0
2016-10-25T19:30:00,Cleveland Cavaliers,Kevin Love,Starter,24.4,6,15,0.4,2,6,0.33299999999999996,9,12,0.75,2,10,12,2,3,0,2,3,23,24.0
2016-10-25T19:30:00,Cleveland Cavaliers,J.R. Smith,Starter,25.41666666666667,3,13,0.231,2,8,0.25,0,0,,0,3,3,2,1,0,0,1,8,13.0
2016-10-25T19:30:00,Cleveland Cavaliers,Kyrie Irving,Starter,29.48333333333333,12,22,0.545,4,7,0.5710000000000001,1,1,1.0,1,1,2,4,2,0,0,1,29,13.0
2016-10-25T19:30:00,Cleveland Cavaliers,LeBron James,Starter,32.53333333333333,9,14,0.643,0,3,0.0,1,2,0.5,3,8,11,14,0,1,4,3,19,26.0
2016-10-25T19:30:00,New York Knicks,Carmelo Anthony,Starter,30.5,8,18,0.444,1,4,0.25,2,2,1.0,1,4,5,3,1,0,4,5,19,-19.0
2016-10-25T19:30:00,Cleveland Cavaliers,James Jones,Reserve,5.083333333333333,1,2,0.5,1,1,1.0,2,2,1.0,0,0,0,0,0,0,0,1,5,1.0
2016-10-25T19:30:00,New York Knicks,Sasha Vujačić,Reserve,3.05,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,1,0,0,1,1,1,-5.0
2016-10-25T19:30:00,New York Knicks,Kristaps Porziņģis,Starter,32.53333333333333,5,13,0.385,3,5,0.6,3,6,0.5,4,3,7,0,1,2,2,5,16,-21.0
2016-10-25T22:00:00,Utah Jazz,George Hill,Starter,38.63333333333333,7,18,0.389,1,6,0.16699999999999998,4,4,1.0,0,2,2,6,2,1,1,2,19,2.0
2016-10-25T22:00:00,Utah Jazz,Rudy Gobert,Starter,40.66666666666666,4,7,0.5710000000000001,0,0,,4,4,1.0,4,10,14,2,0,2,3,3,12,7.0
2016-10-25T22:00:00,Portland Trail Blazers,CJ McCollum,Starter,34.56666666666667,8,16,0.5,2,2,1.0,7,7,1.0,1,1,2,3,1,0,3,3,25,12.0
2016-10-25T22:00:00,Portland Trail Blazers,Al-Farouq Aminu,Starter,28.466666666666665,3,6,0.5,2,3,0.667,1,1,1.0,0,4,4,1,1,0,1,0,9,0.0
2016-10-25T22:00:00,Portland Trail Blazers,Maurice Harkless,Starter,22.36666666666667,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,2,0,2,1,0,-13.0
2016-10-25T22:00:00,Portland Trail Blazers,Allen Crabbe,Reserve,29.48333333333333,6,10,0.6,4,5,0.8,2,2,1.0,0,3,3,3,0,0,2,2,18,14.0
2016-10-25T22:00:00,Portland Trail Blazers,Evan Turner,Reserve,26.43333333333333,1,7,0.14300000000000002,0,0,,1,1,1.0,0,5,5,5,1,1,0,1,3,10.0
2016-10-25T22:00:00,Portland Trail Blazers,Ed Davis,Reserve,24.4,2,3,0.667,0,0,,2,2,1.0,3,4,7,1,0,1,0,2,6,21.0
2016-10-25T22:00:00,Portland Trail Blazers,Noah Vonleh,Reserve,16.266666666666666,5,5,1.0,1,1,1.0,0,0,,0,1,1,0,0,1,0,1,11,14.0
2016-10-25T22:00:00,Portland Trail Blazers,Mason Plumlee,Starter,14.233333333333333,1,4,0.25,0,0,,0,0,,0,1,1,1,0,0,0,4,2,-7.0
2016-10-25T22:00:00,Portland Trail Blazers,Damian Lillard,Starter,35.583333333333336,13,20,0.65,4,6,0.667,9,9,1.0,1,8,9,6,0,0,4,3,39,1.0
2016-10-25T22:00:00,Utah Jazz,Rodney Hood,Starter,37.61666666666667,9,17,0.529,3,7,0.429,5,5,1.0,0,2,2,1,2,1,0,3,26,5.0
2016-10-25T22:00:00,Portland Trail Blazers,Meyers Leonard,Reserve,9.15,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,1,0,-7.0
2016-10-25T22:00:00,Utah Jazz,Joe Johnson,Starter,30.5,12,16,0.75,3,4,0.75,2,2,1.0,0,4,4,3,1,0,2,0,29,-2.0
2016-10-25T22:00:00,Utah Jazz,Trey Lyles,Reserve,17.283333333333335,2,6,0.33299999999999996,1,2,0.5,0,0,,0,2,2,2,0,0,3,0,5,-11.0
2016-10-25T22:00:00,Utah Jazz,Boris Diaw,Starter,32.53333333333333,1,8,0.125,0,3,0.0,0,0,,1,2,3,0,0,0,1,5,2,1.0
2016-10-25T22:00:00,Utah Jazz,Joe Ingles,Reserve,14.233333333333333,1,1,1.0,0,0,,0,0,,0,0,0,1,1,0,1,2,2,-9.0
2016-10-25T22:00:00,Utah Jazz,Dante Exum,Reserve,8.133333333333333,2,4,0.5,0,1,0.0,1,1,1.0,1,1,2,0,0,0,0,2,5,-18.0
2016-10-25T22:00:00,Utah Jazz,Jeff Withey,Reserve,4.066666666666666,0,0,,0,0,,0,0,,0,1,1,0,1,1,0,1,0,-11.0
2016-10-25T22:00:00,Utah Jazz,Shelvin Mack,Reserve,14.233333333333333,2,5,0.4,0,1,0.0,0,0,,0,1,1,4,2,0,0,1,4,-9.0
2016-10-25T22:30:00,San Antonio Spurs,Pau Gasol,Starter,18.3,1,4,0.25,0,0,,0,0,,0,4,4,1,0,0,1,3,2,-13.0
2016-10-25T22:30:00,Golden State Warriors,Anderson Varejão,Reserve,3.05,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,3,1,-8.0
2016-10-25T22:30:00,Golden State Warriors,Kevon Looney,Reserve,3.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6.0
2016-10-25T22:30:00,Golden State Warriors,JaVale McGee,Reserve,3.05,1,2,0.5,0,0,,0,1,0.0,0,0,0,0,0,0,0,0,2,-6.0
2016-10-25T22:30:00,Golden State Warriors,Patrick McCaw,Reserve,9.15,1,3,0.33299999999999996,0,2,0.0,0,0,,0,0,0,2,1,1,0,0,2,-4.0
2016-10-25T22:30:00,Golden State Warriors,David West,Reserve,10.166666666666666,1,2,0.5,0,0,,0,0,,1,1,2,0,1,1,4,2,2,-13.0
2016-10-25T22:30:00,Golden State Warriors,Shaun Livingston,Reserve,12.2,1,3,0.33299999999999996,0,1,0.0,0,0,,0,2,2,0,1,0,1,0,2,-15.0
2016-10-25T22:30:00,San Antonio Spurs,Kawhi Leonard,Starter,32.53333333333333,10,21,0.47600000000000003,0,3,0.0,15,15,1.0,3,2,5,3,5,0,2,1,35,14.0
2016-10-25T22:30:00,San Antonio Spurs,Tony Parker,Starter,26.43333333333333,4,9,0.444,1,2,0.5,0,0,,0,3,3,4,0,0,2,4,9,-12.0
2016-10-25T22:30:00,San Antonio Spurs,Jonathon Simmons,Reserve,28.466666666666665,8,14,0.5710000000000001,3,5,0.6,1,3,0.33299999999999996,1,3,4,3,0,1,2,2,20,33.0
2016-10-25T22:30:00,San Antonio Spurs,LaMarcus Aldridge,Starter,35.583333333333336,10,20,0.5,1,1,1.0,5,6,0.833,8,6,14,3,1,0,2,1,26,10.0
2016-10-25T22:30:00,San Antonio Spurs,Kyle Anderson,Starter,22.36666666666667,1,1,1.0,1,1,1.0,0,0,,2,2,4,0,1,0,0,1,3,-4.0
2016-10-25T22:30:00,Golden State Warriors,Andre Iguodala,Reserve,26.43333333333333,1,3,0.33299999999999996,0,2,0.0,0,0,,1,1,2,3,1,0,1,3,2,-28.0
2016-10-25T22:30:00,Golden State Warriors,Ian Clark,Reserve,13.216666666666667,2,8,0.25,0,4,0.0,1,2,0.5,0,0,0,2,0,1,0,0,5,-29.0
2016-10-25T22:30:00,San Antonio Spurs,Manu Ginóbili,Reserve,20.33333333333333,4,10,0.4,2,6,0.33299999999999996,0,0,,0,5,5,2,1,0,0,1,10,22.0
2016-10-25T22:30:00,Golden State Warriors,Klay Thompson,Starter,33.55,5,13,0.385,1,6,0.16699999999999998,0,0,,0,1,1,2,0,0,1,4,11,-6.0
2016-10-25T22:30:00,San Antonio Spurs,Nicolás Laprovíttola,Reserve,3.05,0,0,,0,0,,0,0,,0,0,0,2,0,0,1,1,0,6.0
2016-10-25T22:30:00,Golden State Warriors,Stephen Curry,Starter,34.56666666666667,9,18,0.5,3,10,0.3,5,6,0.833,0,3,3,4,0,0,4,1,26,-9.0
2016-10-25T22:30:00,Golden State Warriors,Kevin Durant,Starter,36.6,11,18,0.611,1,3,0.33299999999999996,4,5,0.8,0,10,10,4,2,2,0,2,27,-13.0
2016-10-25T22:30:00,San Antonio Spurs,Bryn Forbes,Reserve,3.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,6.0
2016-10-25T22:30:00,Golden State Warriors,Zaza Pachulia,Starter,20.33333333333333,1,1,1.0,0,0,,0,0,,1,2,3,1,0,0,3,2,2,-3.0
2016-10-25T22:30:00,Golden State Warriors,Draymond Green,Starter,32.53333333333333,7,14,0.5,2,5,0.4,2,2,1.0,5,7,12,6,5,1,2,2,18,-5.0
2016-10-25T22:30:00,San Antonio Spurs,Dāvis Bertāns,Reserve,3.05,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,5,6.0
2016-10-25T22:30:00,San Antonio Spurs,David Lee,Reserve,11.183333333333335,2,4,0.5,0,0,,2,2,1.0,3,3,6,2,0,0,2,1,6,13.0
2016-10-25T22:30:00,San Antonio Spurs,Dewayne Dedmon,Reserve,16.266666666666666,1,4,0.25,0,0,,0,0,,4,4,8,0,1,2,1,3,2,29.0
2016-10-25T22:30:00,San Antonio Spurs,Patty Mills,Reserve,17.283333333333335,4,9,0.444,3,5,0.6,0,0,,0,1,1,5,4,0,0,1,11,35.0
2016-10-26T19:00:00,Orlando Magic,Jeff Green,Reserve,25.41666666666667,2,7,0.28600000000000003,0,2,0.0,3,4,0.75,1,2,3,1,0,0,1,1,7,-8.0
2016-10-26T19:00:00,Orlando Magic,Aaron Gordon,Starter,35.583333333333336,5,12,0.41700000000000004,2,3,0.667,0,0,,2,6,8,4,1,1,3,1,12,-11.0
2016-10-26T19:00:00,Orlando Magic,Nikola Vučević,Starter,35.583333333333336,7,14,0.5,0,0,,3,4,0.75,5,9,14,3,2,0,1,3,17,0.0
2016-10-26T19:00:00,Orlando Magic,Serge Ibaka,Starter,36.6,6,17,0.353,2,4,0.5,0,0,,2,6,8,0,0,1,0,3,14,-16.0
2016-10-26T19:00:00,Orlando Magic,D.J. Augustin,Reserve,16.266666666666666,2,3,0.667,0,1,0.0,3,3,1.0,0,1,1,1,0,0,1,2,7,-11.0
2016-10-26T19:00:00,Orlando Magic,Mario Hezonja,Reserve,14.233333333333333,1,5,0.2,0,0,,1,2,0.5,2,1,3,2,0,0,0,1,3,-7.0
2016-10-26T19:00:00,Orlando Magic,Elfrid Payton,Starter,37.61666666666667,4,12,0.33299999999999996,0,2,0.0,8,8,1.0,2,2,4,5,0,2,4,1,16,-4.0
2016-10-26T19:00:00,Miami Heat,Dion Waiters,Starter,33.55,4,13,0.308,0,1,0.0,1,2,0.5,1,5,6,4,0,0,1,2,9,5.0
2016-10-26T19:00:00,Miami Heat,Hassan Whiteside,Starter,30.5,9,16,0.563,0,0,,0,4,0.0,4,10,14,1,0,4,1,3,18,5.0
2016-10-26T19:00:00,Miami Heat,Goran Dragić,Starter,28.466666666666665,7,15,0.467,0,1,0.0,2,2,1.0,3,3,6,6,0,0,3,4,16,-2.0
2016-10-26T19:00:00,Miami Heat,Luke Babbitt,Starter,18.3,3,10,0.3,2,6,0.33299999999999996,0,0,,0,1,1,2,0,0,0,1,8,12.0
2016-10-26T19:00:00,Miami Heat,Tyler Johnson,Reserve,28.466666666666665,7,11,0.636,0,1,0.0,1,1,1.0,1,5,6,3,2,0,1,2,15,3.0
2016-10-26T19:00:00,Miami Heat,James Johnson,Reserve,25.41666666666667,4,8,0.5,2,4,0.5,1,1,1.0,0,2,2,6,0,0,1,1,11,0.0
2016-10-26T19:00:00,Miami Heat,Rodney McGruder,Reserve,23.38333333333333,1,3,0.33299999999999996,0,1,0.0,4,5,0.8,1,2,3,0,2,0,1,4,6,15.0
2016-10-26T19:00:00,Miami Heat,Willie Reed,Reserve,17.283333333333335,5,6,0.833,0,0,,0,0,,3,3,6,1,0,1,0,1,10,7.0
2016-10-26T19:00:00,Orlando Magic,Evan Fournier,Starter,39.65,7,19,0.368,2,6,0.33299999999999996,4,7,0.5710000000000001,1,3,4,4,2,0,1,3,20,-3.0
2016-10-26T19:00:00,Indiana Pacers,Glenn Robinson,Reserve,10.166666666666666,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,-15.0
2016-10-26T19:00:00,Indiana Pacers,Joe Young,Reserve,3.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,1.0
2016-10-26T19:00:00,Dallas Mavericks,Deron Williams,Starter,40.66666666666666,10,18,0.556,5,8,0.625,0,0,,1,2,3,7,0,1,6,4,25,-9.0
2016-10-26T19:00:00,Dallas Mavericks,Seth Curry,Reserve,15.25,3,4,0.75,1,2,0.5,0,0,,0,3,3,1,3,1,0,6,7,7.0
2016-10-26T19:00:00,Dallas Mavericks,Nicolás Brussino,Reserve,0.0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
2016-10-26T19:00:00,Dallas Mavericks,Dirk Nowitzki,Starter,38.63333333333333,8,19,0.42100000000000004,4,9,0.444,2,2,1.0,0,8,8,2,2,2,2,1,22,-1.0
2016-10-26T19:00:00,Dallas Mavericks,Harrison Barnes,Starter,34.56666666666667,8,14,0.5710000000000001,3,6,0.5,0,0,,3,6,9,0,0,0,2,3,19,-5.0
2016-10-26T19:00:00,Dallas Mavericks,Andrew Bogut,Starter,19.316666666666666,3,5,0.6,0,0,,0,2,0.0,2,4,6,3,0,1,1,3,6,-19.0
2016-10-26T19:00:00,Indiana Pacers,Jeff Teague,Starter,36.6,5,15,0.33299999999999996,0,3,0.0,10,13,0.769,0,2,2,8,3,0,3,4,20,-4.0
2016-10-26T19:00:00,Indiana Pacers,Thaddeus Young,Starter,34.56666666666667,5,10,0.5,1,1,1.0,0,0,,0,5,5,4,1,0,2,6,11,8.0
2016-10-26T19:00:00,Indiana Pacers,Rodney Stuckey,Reserve,21.35,3,6,0.5,1,2,0.5,1,3,0.33299999999999996,0,3,3,1,0,0,2,0,8,-8.0
2016-10-26T19:00:00,Dallas Mavericks,Quincy Acy,Reserve,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4.0
2016-10-26T19:00:00,Indiana Pacers,Al Jefferson,Reserve,10.166666666666666,3,6,0.5,0,0,,1,1,1.0,1,5,6,0,0,1,1,1,7,-3.0
2016-10-26T19:00:00,Indiana Pacers,C.J. Miles,Reserve,12.2,3,6,0.5,2,3,0.667,0,0,,0,0,0,1,2,0,0,1,8,-2.0
2016-10-26T19:00:00,Miami Heat,Justise Winslow,Starter,33.55,7,15,0.467,0,2,0.0,1,1,1.0,3,5,8,4,1,2,2,4,15,15.0
2016-10-26T19:00:00,Dallas Mavericks,J.J. Barea,Reserve,39.65,7,17,0.41200000000000003,2,7,0.28600000000000003,6,6,1.0,0,2,2,6,0,1,3,1,22,2.0
2016-10-26T19:00:00,Dallas Mavericks,Justin Anderson,Reserve,19.316666666666666,3,9,0.33299999999999996,1,6,0.16699999999999998,0,0,,1,4,5,2,0,1,0,2,7,2.0
2016-10-26T19:00:00,Dallas Mavericks,Dwight Powell,Reserve,16.266666666666666,0,2,0.0,0,0,,0,2,0.0,3,4,7,1,0,1,0,2,0,1.0
2016-10-26T19:00:00,Indiana Pacers,Myles Turner,Starter,37.61666666666667,13,19,0.684,1,2,0.5,3,5,0.6,6,10,16,1,2,4,2,4,30,25.0
2016-10-26T19:00:00,Indiana Pacers,Paul George,Starter,42.7,7,14,0.5,4,5,0.8,7,8,0.875,0,8,8,6,0,0,2,2,25,24.0
2016-10-26T19:00:00,Indiana Pacers,Monta Ellis,Starter,44.73333333333333,7,11,0.636,1,2,0.5,4,4,1.0,0,7,7,7,3,0,3,3,19,24.0
2016-10-26T19:00:00,Dallas Mavericks,Dorian Finney-Smith,Reserve,0.0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2.0
2016-10-26T19:00:00,Indiana Pacers,Lavoy Allen,Reserve,10.166666666666666,1,3,0.33299999999999996,0,0,,0,0,,1,4,5,2,0,1,0,1,2,-5.0
2016-10-26T19:00:00,Dallas Mavericks,Wesley Matthews,Starter,39.65,3,16,0.188,2,10,0.2,5,6,0.833,0,5,5,3,3,0,1,4,13,-17.0
2016-10-26T19:30:00,Brooklyn Nets,Sean Kilpatrick,Reserve,22.36666666666667,5,13,0.385,1,6,0.16699999999999998,2,2,1.0,1,3,4,2,0,0,2,0,13,-7.0
2016-10-26T19:30:00,Brooklyn Nets,Joe Harris,Reserve,25.41666666666667,6,15,0.4,4,9,0.444,0,0,,0,4,4,3,2,2,3,3,16,3.0
2016-10-26T19:30:00,Brooklyn Nets,Justin Hamilton,Reserve,25.41666666666667,7,12,0.583,3,6,0.5,2,3,0.667,6,4,10,2,0,0,1,4,19,0.0
2016-10-26T19:30:00,Brooklyn Nets,Brook Lopez,Starter,21.35,1,7,0.14300000000000002,1,2,0.5,4,4,1.0,2,3,5,0,0,0,2,1,7,-10.0
2016-10-26T19:30:00,Brooklyn Nets,Jeremy Lin,Starter,27.45,6,14,0.429,2,5,0.4,4,5,0.8,1,2,3,3,0,1,2,1,18,-3.0
2016-10-26T19:30:00,Detroit Pistons,Ish Smith,Starter,33.55,3,10,0.3,0,4,0.0,0,0,,0,1,1,7,1,0,0,0,6,-19.0
2016-10-26T19:30:00,Brooklyn Nets,Luis Scola,Reserve,21.35,3,8,0.375,1,5,0.2,1,2,0.5,0,1,1,3,0,0,2,3,8,-19.0
2016-10-26T19:30:00,Toronto Raptors,Jakob Poeltl,Reserve,12.2,1,4,0.25,0,0,,0,0,,2,0,2,0,0,0,0,5,2,-4.0
2016-10-26T19:30:00,Toronto Raptors,Norman Powell,Reserve,2.033333333333333,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,0,0,0,0,0,1.0
2016-10-26T19:30:00,Brooklyn Nets,Bojan Bogdanović,Starter,23.38333333333333,9,17,0.529,3,8,0.375,0,0,,2,3,5,0,1,0,2,2,21,2.0
2016-10-26T19:30:00,Brooklyn Nets,Rondae Hollis-Jefferson,Starter,23.38333333333333,1,3,0.33299999999999996,0,1,0.0,3,4,0.75,0,2,2,0,1,0,1,1,5,-9.0
2016-10-26T19:30:00,Brooklyn Nets,Trevor Booker,Starter,24.4,4,5,0.8,0,1,0.0,0,0,,1,6,7,5,3,0,1,0,8,5.0
2016-10-26T19:30:00,Detroit Pistons,Michael Gbinije,Reserve,2.033333333333333,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-1.0
2016-10-26T19:30:00,Detroit Pistons,Boban Marjanović,Reserve,5.083333333333333,0,1,0.0,0,0,,0,0,,0,1,1,0,1,0,0,2,0,1.0
2016-10-26T19:30:00,Detroit Pistons,Stanley Johnson,Reserve,13.216666666666667,1,4,0.25,0,1,0.0,0,0,,0,3,3,1,0,0,0,1,2,0.0
2016-10-26T19:30:00,Detroit Pistons,Beno Udrih,Reserve,14.233333333333333,1,5,0.2,0,1,0.0,3,4,0.75,0,1,1,2,0,0,0,1,5,1.0
2016-10-26T19:30:00,Detroit Pistons,Aron Baynes,Reserve,15.25,3,4,0.75,0,0,,2,2,1.0,1,2,3,0,0,0,0,5,8,-7.0
2016-10-26T19:30:00,Detroit Pistons,Jon Leuer,Reserve,22.36666666666667,3,8,0.375,1,2,0.5,2,2,1.0,1,8,9,0,1,0,1,3,9,-12.0
2016-10-26T19:30:00,Detroit Pistons,Andre Drummond,Starter,24.4,7,11,0.636,0,0,,2,6,0.33299999999999996,1,5,6,0,1,0,4,5,16,-8.0
2016-10-26T19:30:00,Detroit Pistons,Marcus Morris,Starter,31.516666666666666,7,17,0.41200000000000003,2,8,0.25,1,1,1.0,4,5,9,3,1,0,2,2,17,-8.0
2016-10-26T19:30:00,Detroit Pistons,Tobias Harris,Starter,36.6,8,13,0.615,1,2,0.5,5,5,1.0,0,5,5,1,1,0,5,3,22,-21.0
2016-10-26T19:30:00,Brooklyn Nets,Greivis Vásquez,Reserve,18.3,0,1,0.0,0,1,0.0,0,0,,0,0,0,3,1,0,0,3,0,-13.0
2016-10-26T19:30:00,Toronto Raptors,Terrence Ross,Reserve,18.3,2,4,0.5,0,1,0.0,0,0,,0,4,4,3,2,0,1,2,4,-3.0
2016-10-26T19:30:00,Detroit Pistons,Kentavious Caldwell-Pope,Starter,38.63333333333333,2,9,0.222,0,3,0.0,0,0,,0,0,0,3,2,0,1,2,4,-15.0
2016-10-26T19:30:00,Toronto Raptors,Cory Joseph,Reserve,21.35,3,6,0.5,0,0,,0,0,,2,2,4,2,1,0,1,1,6,12.0
2016-10-26T19:30:00,Toronto Raptors,Patrick Patterson,Reserve,26.43333333333333,1,5,0.2,0,2,0.0,1,2,0.5,0,4,4,1,1,0,0,2,3,2.0
2016-10-26T19:30:00,Toronto Raptors,Pascal Siakam,Starter,21.35,2,2,1.0,0,0,,0,0,,2,7,9,0,1,0,0,2,4,16.0
2016-10-26T19:30:00,Toronto Raptors,DeMarre Carroll,Starter,29.48333333333333,2,8,0.25,2,6,0.33299999999999996,2,4,0.5,0,7,7,1,1,0,0,3,8,21.0
2016-10-26T19:30:00,Toronto Raptors,DeMar DeRozan,Starter,34.56666666666667,17,27,0.63,0,2,0.0,6,6,1.0,1,3,4,1,1,0,6,1,40,21.0
2016-10-26T19:30:00,Toronto Raptors,Jonas Valančiūnas,Starter,35.583333333333336,10,15,0.667,0,0,,12,14,0.857,6,5,11,1,0,0,1,4,32,22.0
2016-10-26T19:30:00,Toronto Raptors,Kyle Lowry,Starter,37.61666666666667,3,13,0.231,1,5,0.2,3,3,1.0,1,4,5,8,1,0,2,2,10,2.0
2016-10-26T19:30:00,Detroit Pistons,Henry Ellenson,Reserve,2.033333333333333,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-1.0
2016-10-26T19:30:00,Brooklyn Nets,Chris McCullough,Reserve,3.05,1,2,0.5,0,0,,0,0,,2,0,2,0,0,0,0,0,2,14.0
2016-10-26T19:30:00,Boston Celtics,Avery Bradley,Starter,34.56666666666667,7,15,0.467,3,4,0.75,0,0,,4,5,9,6,1,0,3,4,17,3.0
2016-10-26T19:30:00,Brooklyn Nets,Isaiah Whitehead,Reserve,3.05,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,12.0
2016-10-26T19:30:00,Boston Celtics,Jae Crowder,Starter,29.48333333333333,9,15,0.6,3,8,0.375,0,0,,0,5,5,2,2,1,2,2,21,3.0
2016-10-26T19:30:00,Boston Celtics,Isaiah Thomas,Starter,32.53333333333333,7,14,0.5,2,7,0.28600000000000003,9,9,1.0,0,6,6,8,2,0,3,3,25,15.0
2016-10-26T19:30:00,Boston Celtics,Al Horford,Starter,27.45,5,8,0.625,1,4,0.25,0,0,,1,4,5,6,0,4,2,2,11,13.0
2016-10-26T19:30:00,Boston Celtics,Gerald Green,Reserve,14.233333333333333,4,7,0.5710000000000001,1,2,0.5,0,0,,1,4,5,2,0,0,1,1,9,-9.0
2016-10-26T19:30:00,Boston Celtics,Amir Johnson,Starter,19.316666666666666,4,6,0.667,0,0,,0,1,0.0,4,3,7,2,1,0,4,2,8,5.0
2016-10-26T19:30:00,Boston Celtics,Terry Rozier,Reserve,27.45,2,5,0.4,1,2,0.5,0,0,,0,3,3,3,2,0,1,2,5,2.0
2016-10-26T19:30:00,Boston Celtics,Jaylen Brown,Reserve,19.316666666666666,3,4,0.75,0,0,,3,4,0.75,0,2,2,1,1,2,1,1,9,0.0
2016-10-26T19:30:00,Boston Celtics,Jonas Jerebko,Reserve,18.3,1,8,0.125,0,5,0.0,2,2,1.0,0,1,1,3,4,0,1,1,4,2.0
2016-10-26T19:30:00,Boston Celtics,Tyler Zeller,Reserve,16.266666666666666,6,7,0.857,0,0,,1,2,0.5,2,2,4,3,0,2,1,2,13,-9.0
2016-10-26T20:00:00,Minnesota Timberwolves,Zach LaVine,Starter,33.55,6,14,0.429,3,6,0.5,4,5,0.8,0,5,5,3,1,0,2,3,19,-4.0
2016-10-26T20:00:00,New Orleans Pelicans,Buddy Hield,Reserve,16.266666666666666,2,8,0.25,0,3,0.0,0,0,,1,0,1,3,0,0,0,1,4,-12.0
2016-10-26T20:00:00,New Orleans Pelicans,Alexis Ajinça,Reserve,10.166666666666666,0,2,0.0,0,0,,0,0,,1,0,1,0,0,0,0,4,0,-4.0
